Area,Item,Year,Area harvested,Yield
Spain,"Almonds, with shell",1961,203600.000000,10020.000000
Spain,"Almonds, with shell",1962,206600.000000,6292.000000
Spain,"Almonds, with shell",1963,208900.000000,7276.000000
Spain,"Almonds, with shell",1964,217000.000000,7005.000000
Spain,"Almonds, with shell",1965,215300.000000,7106.000000
Spain,"Almonds, with shell",1966,210700.000000,7356.000000
Spain,"Almonds, with shell",1967,209700.000000,10095.000000
Spain,"Almonds, with shell",1968,222800.000000,6845.000000
Spain,"Almonds, with shell",1969,217200.000000,5009.000000
Spain,"Almonds, with shell",1970,267700.000000,6194.000000
Spain,"Almonds, with shell",1971,262500.000000,5356.000000
Spain,"Almonds, with shell",1972,331900.000000,7053.000000
Spain,"Almonds, with shell",1973,382900.000000,5652.000000
Spain,"Almonds, with shell",1974,420000.000000,7593.000000
Spain,"Almonds, with shell",1975,434800.000000,5872.000000
Spain,"Almonds, with shell",1976,450000.000000,7036.000000
Spain,"Almonds, with shell",1977,461200.000000,3365.000000
Spain,"Almonds, with shell",1978,482800.000000,6353.000000
Spain,"Almonds, with shell",1979,507560.000000,3891.000000
Spain,"Almonds, with shell",1980,515600.000000,4370.000000
Spain,"Almonds, with shell",1981,519500.000000,5915.000000
Spain,"Almonds, with shell",1982,524300.000000,6014.000000
Spain,"Almonds, with shell",1983,526550.000000,3149.000000
Spain,"Almonds, with shell",1984,531424.000000,4443.000000
Spain,"Almonds, with shell",1985,556200.000000,5164.000000
Spain,"Almonds, with shell",1986,559400.000000,3958.000000
Spain,"Almonds, with shell",1987,569400.000000,4391.000000
Spain,"Almonds, with shell",1988,561200.000000,3024.000000
Spain,"Almonds, with shell",1989,581800.000000,5578.000000
Spain,"Almonds, with shell",1990,584100.000000,4284.000000
Spain,"Almonds, with shell",1991,595000.000000,4333.000000
Spain,"Almonds, with shell",1992,580200.000000,4859.000000
Spain,"Almonds, with shell",1993,594600.000000,4710.000000
Spain,"Almonds, with shell",1994,596100.000000,3996.000000
Spain,"Almonds, with shell",1995,602900.000000,2636.000000
Spain,"Almonds, with shell",1996,604400.000000,4009.000000
Spain,"Almonds, with shell",1997,629100.000000,6181.000000
Spain,"Almonds, with shell",1998,630100.000000,3498.000000
Spain,"Almonds, with shell",1999,624300.000000,4471.000000
Spain,"Almonds, with shell",2000,670534.000000,3359.000000
Spain,"Almonds, with shell",2001,658800.000000,3865.000000
Spain,"Almonds, with shell",2002,648997.000000,4305.000000
Spain,"Almonds, with shell",2003,641688.000000,3342.000000
Spain,"Almonds, with shell",2004,622577.000000,1391.000000
Spain,"Almonds, with shell",2005,625483.000000,3483.000000
Spain,"Almonds, with shell",2006,578717.000000,5403.000000
Spain,"Almonds, with shell",2007,563770.000000,3329.000000
Spain,"Almonds, with shell",2008,566869.000000,3177.000000
Spain,"Almonds, with shell",2009,562616.000000,4811.000000
Spain,"Almonds, with shell",2010,546789.000000,4070.000000
Spain,"Almonds, with shell",2011,536312.000000,3893.000000
Spain,"Almonds, with shell",2012,529500.000000,3998.000000
Spain,"Almonds, with shell",2013,534100.000000,2790.000000
Spain,"Almonds, with shell",2014,527058.000000,3713.000000
Spain,"Almonds, with shell",2015,548604.000000,3848.000000
Spain,"Almonds, with shell",2016,583673.000000,3412.000000
Spain,"Almonds, with shell",2017,633562.000000,4033.000000
Spain,"Almonds, with shell",2018,657770.000000,5154.000000
Spain,"Almonds, with shell",2019,687230.000000,4954.000000
Spain,"Anise, badian, fennel, coriander",1961,,
Spain,"Anise, badian, fennel, coriander",1962,,
Spain,"Anise, badian, fennel, coriander",1963,,
Spain,"Anise, badian, fennel, coriander",1964,,
Spain,"Anise, badian, fennel, coriander",1965,,
Spain,"Anise, badian, fennel, coriander",1966,,
Spain,"Anise, badian, fennel, coriander",1967,,
Spain,"Anise, badian, fennel, coriander",1968,,
Spain,"Anise, badian, fennel, coriander",1969,,
Spain,"Anise, badian, fennel, coriander",1970,,
Spain,"Anise, badian, fennel, coriander",1971,,
Spain,"Anise, badian, fennel, coriander",1972,,
Spain,"Anise, badian, fennel, coriander",1973,,
Spain,"Anise, badian, fennel, coriander",1974,,
Spain,"Anise, badian, fennel, coriander",1975,,
Spain,"Anise, badian, fennel, coriander",1976,,
Spain,"Anise, badian, fennel, coriander",1977,,
Spain,"Anise, badian, fennel, coriander",1978,,
Spain,"Anise, badian, fennel, coriander",1979,,
Spain,"Anise, badian, fennel, coriander",1980,,
Spain,"Anise, badian, fennel, coriander",1981,,
Spain,"Anise, badian, fennel, coriander",1982,,
Spain,"Anise, badian, fennel, coriander",1983,,
Spain,"Anise, badian, fennel, coriander",1984,,
Spain,"Anise, badian, fennel, coriander",1985,3300.000000,4985.000000
Spain,"Anise, badian, fennel, coriander",1986,2600.000000,4969.000000
Spain,"Anise, badian, fennel, coriander",1987,2600.000000,4258.000000
Spain,"Anise, badian, fennel, coriander",1988,3500.000000,4337.000000
Spain,"Anise, badian, fennel, coriander",1989,3500.000000,5051.000000
Spain,"Anise, badian, fennel, coriander",1990,3031.000000,5480.000000
Spain,"Anise, badian, fennel, coriander",1991,2400.000000,4500.000000
Spain,"Anise, badian, fennel, coriander",1992,2242.000000,4706.000000
Spain,"Anise, badian, fennel, coriander",1993,3112.000000,4097.000000
Spain,"Anise, badian, fennel, coriander",1994,2161.000000,4535.000000
Spain,"Anise, badian, fennel, coriander",1995,1557.000000,2428.000000
Spain,"Anise, badian, fennel, coriander",1996,1600.000000,2500.000000
Spain,"Anise, badian, fennel, coriander",1997,2048.000000,3481.000000
Spain,"Anise, badian, fennel, coriander",1998,1131.000000,3546.000000
Spain,"Anise, badian, fennel, coriander",1999,1111.000000,3600.000000
Spain,"Anise, badian, fennel, coriander",2000,2299.000000,3654.000000
Spain,"Anise, badian, fennel, coriander",2001,2153.000000,4213.000000
Spain,"Anise, badian, fennel, coriander",2002,2217.000000,4389.000000
Spain,"Anise, badian, fennel, coriander",2003,2608.000000,3984.000000
Spain,"Anise, badian, fennel, coriander",2004,2576.000000,4196.000000
Spain,"Anise, badian, fennel, coriander",2005,1067.000000,4686.000000
Spain,"Anise, badian, fennel, coriander",2006,2397.000000,5348.000000
Spain,"Anise, badian, fennel, coriander",2007,1544.000000,6218.000000
Spain,"Anise, badian, fennel, coriander",2008,2272.000000,8803.000000
Spain,"Anise, badian, fennel, coriander",2009,2400.000000,10417.000000
Spain,"Anise, badian, fennel, coriander",2010,5277.000000,6354.000000
Spain,"Anise, badian, fennel, coriander",2011,8098.000000,6503.000000
Spain,"Anise, badian, fennel, coriander",2012,4551.000000,5581.000000
Spain,"Anise, badian, fennel, coriander",2013,2658.000000,5561.000000
Spain,"Anise, badian, fennel, coriander",2014,5098.000000,6071.000000
Spain,"Anise, badian, fennel, coriander",2015,3808.000000,6226.000000
Spain,"Anise, badian, fennel, coriander",2016,7420.000000,6291.000000
Spain,"Anise, badian, fennel, coriander",2017,9591.000000,7153.000000
Spain,"Anise, badian, fennel, coriander",2018,,
Spain,"Anise, badian, fennel, coriander",2019,,
Spain,Apples,1961,16800.000000,229464.000000
Spain,Apples,1962,17400.000000,157759.000000
Spain,Apples,1963,18100.000000,265580.000000
Spain,Apples,1964,22200.000000,144865.000000
Spain,Apples,1965,26400.000000,169242.000000
Spain,Apples,1966,27300.000000,150989.000000
Spain,Apples,1967,28600.000000,132273.000000
Spain,Apples,1968,30200.000000,158974.000000
Spain,Apples,1969,32400.000000,143457.000000
Spain,Apples,1970,43400.000000,111498.000000
Spain,Apples,1971,49300.000000,133367.000000
Spain,Apples,1972,52900.000000,140870.000000
Spain,Apples,1973,61000.000000,166410.000000
Spain,Apples,1974,65600.000000,158262.000000
Spain,Apples,1975,67100.000000,160760.000000
Spain,Apples,1976,67600.000000,149009.000000
Spain,Apples,1977,62600.000000,116613.000000
Spain,Apples,1978,62200.000000,172347.000000
Spain,Apples,1979,60400.000000,192334.000000
Spain,Apples,1980,59500.000000,156487.000000
Spain,Apples,1981,58700.000000,181022.000000
Spain,Apples,1982,58700.000000,151908.000000
Spain,Apples,1983,57900.000000,185751.000000
Spain,Apples,1984,56900.000000,180721.000000
Spain,Apples,1985,68300.000000,156658.000000
Spain,Apples,1986,60900.000000,134220.000000
Spain,Apples,1987,65600.000000,158994.000000
Spain,Apples,1988,61200.000000,141765.000000
Spain,Apples,1989,60900.000000,133005.000000
Spain,Apples,1990,60900.000000,107800.000000
Spain,Apples,1991,59400.000000,87003.000000
Spain,Apples,1992,57300.000000,191169.000000
Spain,Apples,1993,53700.000000,165829.000000
Spain,Apples,1994,52700.000000,146861.000000
Spain,Apples,1995,51500.000000,158447.000000
Spain,Apples,1996,49400.000000,182065.000000
Spain,Apples,1997,49600.000000,198327.000000
Spain,Apples,1998,49300.000000,149290.000000
Spain,Apples,1999,49100.000000,201303.000000
Spain,Apples,2000,48760.000000,166895.000000
Spain,Apples,2001,42316.000000,216800.000000
Spain,Apples,2002,43205.000000,160820.000000
Spain,Apples,2003,46020.000000,191460.000000
Spain,Apples,2004,42189.000000,163760.000000
Spain,Apples,2005,38974.000000,198648.000000
Spain,Apples,2006,37844.000000,171859.000000
Spain,Apples,2007,36902.000000,195431.000000
Spain,Apples,2008,33362.000000,198347.000000
Spain,Apples,2009,32715.000000,184007.000000
Spain,Apples,2010,31812.000000,203042.000000
Spain,Apples,2011,31507.000000,212735.000000
Spain,Apples,2012,30753.000000,156480.000000
Spain,Apples,2013,30800.000000,177403.000000
Spain,Apples,2014,30726.000000,202051.000000
Spain,Apples,2015,30721.000000,193220.000000
Spain,Apples,2016,30872.000000,201206.000000
Spain,Apples,2017,30550.000000,192155.000000
Spain,Apples,2018,29930.000000,188092.000000
Spain,Apples,2019,29640.000000,215533.000000
Spain,Apricots,1961,10400.000000,105673.000000
Spain,Apricots,1962,10800.000000,100833.000000
Spain,Apricots,1963,11700.000000,93761.000000
Spain,Apricots,1964,12900.000000,100388.000000
Spain,Apricots,1965,15100.000000,132119.000000
Spain,Apricots,1966,15500.000000,101806.000000
Spain,Apricots,1967,14200.000000,95211.000000
Spain,Apricots,1968,16500.000000,111818.000000
Spain,Apricots,1969,17400.000000,57701.000000
Spain,Apricots,1970,22500.000000,71911.000000
Spain,Apricots,1971,20500.000000,71122.000000
Spain,Apricots,1972,22600.000000,70398.000000
Spain,Apricots,1973,22900.000000,57205.000000
Spain,Apricots,1974,22800.000000,93333.000000
Spain,Apricots,1975,23300.000000,56824.000000
Spain,Apricots,1976,21600.000000,100139.000000
Spain,Apricots,1977,20200.000000,32426.000000
Spain,Apricots,1978,20200.000000,108663.000000
Spain,Apricots,1979,19500.000000,79231.000000
Spain,Apricots,1980,19300.000000,58964.000000
Spain,Apricots,1981,19600.000000,88622.000000
Spain,Apricots,1982,19900.000000,90704.000000
Spain,Apricots,1983,21300.000000,70939.000000
Spain,Apricots,1984,19200.000000,108385.000000
Spain,Apricots,1985,20000.000000,75332.000000
Spain,Apricots,1986,20400.000000,74020.000000
Spain,Apricots,1987,21400.000000,66355.000000
Spain,Apricots,1988,21900.000000,71872.000000
Spain,Apricots,1989,22800.000000,72368.000000
Spain,Apricots,1990,22800.000000,52456.000000
Spain,Apricots,1991,23900.000000,88243.000000
Spain,Apricots,1992,24100.000000,82448.000000
Spain,Apricots,1993,23900.000000,87866.000000
Spain,Apricots,1994,23400.000000,85556.000000
Spain,Apricots,1995,22500.000000,61644.000000
Spain,Apricots,1996,23300.000000,84893.000000
Spain,Apricots,1997,24474.000000,57986.000000
Spain,Apricots,1998,25018.000000,59877.000000
Spain,Apricots,1999,24777.000000,60106.000000
Spain,Apricots,2000,23487.000000,60671.000000
Spain,Apricots,2001,20787.000000,64832.000000
Spain,Apricots,2002,21061.000000,60562.000000
Spain,Apricots,2003,20686.000000,69535.000000
Spain,Apricots,2004,19858.000000,61177.000000
Spain,Apricots,2005,19249.000000,71259.000000
Spain,Apricots,2006,18150.000000,86431.000000
Spain,Apricots,2007,18338.000000,48546.000000
Spain,Apricots,2008,18834.000000,57931.000000
Spain,Apricots,2009,19226.000000,49527.000000
Spain,Apricots,2010,18333.000000,42936.000000
Spain,Apricots,2011,18729.000000,46388.000000
Spain,Apricots,2012,18542.000000,63701.000000
Spain,Apricots,2013,20300.000000,64926.000000
Spain,Apricots,2014,18451.000000,73950.000000
Spain,Apricots,2015,18822.000000,81642.000000
Spain,Apricots,2016,20353.000000,68592.000000
Spain,Apricots,2017,21002.000000,77551.000000
Spain,Apricots,2018,20570.000000,85702.000000
Spain,Apricots,2019,20240.000000,72050.000000
Spain,Artichokes,1961,10060.000000,90457.000000
Spain,Artichokes,1962,10335.000000,83212.000000
Spain,Artichokes,1963,12185.000000,102585.000000
Spain,Artichokes,1964,13062.000000,83448.000000
Spain,Artichokes,1965,14159.000000,87577.000000
Spain,Artichokes,1966,14134.000000,89005.000000
Spain,Artichokes,1967,14561.000000,88730.000000
Spain,Artichokes,1968,13610.000000,84276.000000
Spain,Artichokes,1969,13208.000000,76545.000000
Spain,Artichokes,1970,22375.000000,98503.000000
Spain,Artichokes,1971,24000.000000,92583.000000
Spain,Artichokes,1972,21800.000000,116284.000000
Spain,Artichokes,1973,26100.000000,114291.000000
Spain,Artichokes,1974,26800.000000,112910.000000
Spain,Artichokes,1975,19300.000000,117306.000000
Spain,Artichokes,1976,21500.000000,105581.000000
Spain,Artichokes,1977,24500.000000,102327.000000
Spain,Artichokes,1978,26800.000000,140634.000000
Spain,Artichokes,1979,25940.000000,114248.000000
Spain,Artichokes,1980,21900.000000,131598.000000
Spain,Artichokes,1981,23900.000000,103891.000000
Spain,Artichokes,1982,22800.000000,112719.000000
Spain,Artichokes,1983,23500.000000,109745.000000
Spain,Artichokes,1984,25640.000000,112737.000000
Spain,Artichokes,1985,27061.000000,99385.000000
Spain,Artichokes,1986,26000.000000,138846.000000
Spain,Artichokes,1987,25320.000000,133491.000000
Spain,Artichokes,1988,28500.000000,138842.000000
Spain,Artichokes,1989,31800.000000,150346.000000
Spain,Artichokes,1990,31100.000000,137588.000000
Spain,Artichokes,1991,27200.000000,132243.000000
Spain,Artichokes,1992,25600.000000,142070.000000
Spain,Artichokes,1993,23600.000000,141568.000000
Spain,Artichokes,1994,21800.000000,129908.000000
Spain,Artichokes,1995,18400.000000,136250.000000
Spain,Artichokes,1996,19100.000000,145759.000000
Spain,Artichokes,1997,18472.000000,148563.000000
Spain,Artichokes,1998,18463.000000,143314.000000
Spain,Artichokes,1999,18817.000000,153931.000000
Spain,Artichokes,2000,19656.000000,147634.000000
Spain,Artichokes,2001,18708.000000,148267.000000
Spain,Artichokes,2002,19289.000000,150043.000000
Spain,Artichokes,2003,19094.000000,160513.000000
Spain,Artichokes,2004,18142.000000,165481.000000
Spain,Artichokes,2005,18792.000000,106500.000000
Spain,Artichokes,2006,18097.000000,126109.000000
Spain,Artichokes,2007,17277.000000,130972.000000
Spain,Artichokes,2008,16042.000000,126730.000000
Spain,Artichokes,2009,15190.000000,127781.000000
Spain,Artichokes,2010,14726.000000,113175.000000
Spain,Artichokes,2011,15144.000000,120259.000000
Spain,Artichokes,2012,15638.000000,124915.000000
Spain,Artichokes,2013,15400.000000,129805.000000
Spain,Artichokes,2014,17428.000000,134319.000000
Spain,Artichokes,2015,15002.000000,136056.000000
Spain,Artichokes,2016,16045.000000,140616.000000
Spain,Artichokes,2017,16403.000000,136042.000000
Spain,Artichokes,2018,15580.000000,133800.000000
Spain,Artichokes,2019,14490.000000,137985.000000
Spain,Asparagus,1961,2600.000000,57692.000000
Spain,Asparagus,1962,3200.000000,62500.000000
Spain,Asparagus,1963,4400.000000,52273.000000
Spain,Asparagus,1964,4800.000000,56250.000000
Spain,Asparagus,1965,5000.000000,54000.000000
Spain,Asparagus,1966,5800.000000,53103.000000
Spain,Asparagus,1967,6300.000000,40952.000000
Spain,Asparagus,1968,6700.000000,48209.000000
Spain,Asparagus,1969,7200.000000,47500.000000
Spain,Asparagus,1970,8000.000000,43750.000000
Spain,Asparagus,1971,8600.000000,35233.000000
Spain,Asparagus,1972,9100.000000,35495.000000
Spain,Asparagus,1973,10500.000000,37333.000000
Spain,Asparagus,1974,12500.000000,37760.000000
Spain,Asparagus,1975,13100.000000,28015.000000
Spain,Asparagus,1976,13100.000000,36031.000000
Spain,Asparagus,1977,13400.000000,25597.000000
Spain,Asparagus,1978,13260.000000,28582.000000
Spain,Asparagus,1979,13960.000000,34563.000000
Spain,Asparagus,1980,14700.000000,34490.000000
Spain,Asparagus,1981,14700.000000,34898.000000
Spain,Asparagus,1982,15600.000000,31795.000000
Spain,Asparagus,1983,17300.000000,32312.000000
Spain,Asparagus,1984,19000.000000,28775.000000
Spain,Asparagus,1985,18799.000000,36810.000000
Spain,Asparagus,1986,20300.000000,38325.000000
Spain,Asparagus,1987,21900.000000,37580.000000
Spain,Asparagus,1988,24500.000000,33633.000000
Spain,Asparagus,1989,26000.000000,38231.000000
Spain,Asparagus,1990,28100.000000,37189.000000
Spain,Asparagus,1991,28400.000000,36021.000000
Spain,Asparagus,1992,25400.000000,38031.000000
Spain,Asparagus,1993,23100.000000,43766.000000
Spain,Asparagus,1994,21000.000000,39667.000000
Spain,Asparagus,1995,19000.000000,40737.000000
Spain,Asparagus,1996,21000.000000,37190.000000
Spain,Asparagus,1997,15710.000000,42099.000000
Spain,Asparagus,1998,14230.000000,37948.000000
Spain,Asparagus,1999,15554.000000,38741.000000
Spain,Asparagus,2000,15715.000000,38921.000000
Spain,Asparagus,2001,15251.000000,42527.000000
Spain,Asparagus,2002,14931.000000,43526.000000
Spain,Asparagus,2003,14464.000000,41671.000000
Spain,Asparagus,2004,13522.000000,40362.000000
Spain,Asparagus,2005,13419.000000,35743.000000
Spain,Asparagus,2006,11999.000000,46846.000000
Spain,Asparagus,2007,11012.000000,32143.000000
Spain,Asparagus,2008,10243.000000,43121.000000
Spain,Asparagus,2009,10387.000000,44598.000000
Spain,Asparagus,2010,10178.000000,49481.000000
Spain,Asparagus,2011,11065.000000,52866.000000
Spain,Asparagus,2012,10231.000000,49078.000000
Spain,Asparagus,2013,9900.000000,49192.000000
Spain,Asparagus,2014,10112.000000,48273.000000
Spain,Asparagus,2015,11251.000000,52236.000000
Spain,Asparagus,2016,12589.000000,47557.000000
Spain,Asparagus,2017,13755.000000,46116.000000
Spain,Asparagus,2018,14690.000000,46562.000000
Spain,Asparagus,2019,13370.000000,43837.000000
Spain,Avocados,1961,35.000000,97143.000000
Spain,Avocados,1962,35.000000,106571.000000
Spain,Avocados,1963,35.000000,107714.000000
Spain,Avocados,1964,30.000000,115667.000000
Spain,Avocados,1965,40.000000,100000.000000
Spain,Avocados,1966,52.000000,90192.000000
Spain,Avocados,1967,62.000000,96613.000000
Spain,Avocados,1968,42.000000,132143.000000
Spain,Avocados,1969,63.000000,106984.000000
Spain,Avocados,1970,40.000000,150000.000000
Spain,Avocados,1971,54.000000,164259.000000
Spain,Avocados,1972,108.000000,141296.000000
Spain,Avocados,1973,150.000000,120000.000000
Spain,Avocados,1974,200.000000,100000.000000
Spain,Avocados,1975,300.000000,83333.000000
Spain,Avocados,1976,450.000000,66667.000000
Spain,Avocados,1977,580.000000,68966.000000
Spain,Avocados,1978,628.000000,78790.000000
Spain,Avocados,1979,850.000000,70588.000000
Spain,Avocados,1980,910.000000,83473.000000
Spain,Avocados,1981,1500.000000,66667.000000
Spain,Avocados,1982,2000.000000,75000.000000
Spain,Avocados,1983,2500.000000,80000.000000
Spain,Avocados,1984,3016.000000,81396.000000
Spain,Avocados,1985,3795.000000,73665.000000
Spain,Avocados,1986,4125.000000,73411.000000
Spain,Avocados,1987,4274.000000,76121.000000
Spain,Avocados,1988,5335.000000,80585.000000
Spain,Avocados,1989,6010.000000,76908.000000
Spain,Avocados,1990,6530.000000,68729.000000
Spain,Avocados,1991,7000.000000,74491.000000
Spain,Avocados,1992,7200.000000,73885.000000
Spain,Avocados,1993,7600.000000,68086.000000
Spain,Avocados,1994,7570.000000,45046.000000
Spain,Avocados,1995,7940.000000,35208.000000
Spain,Avocados,1996,7500.000000,69447.000000
Spain,Avocados,1997,8386.000000,62496.000000
Spain,Avocados,1998,7965.000000,92560.000000
Spain,Avocados,1999,8057.000000,82039.000000
Spain,Avocados,2000,8759.000000,72888.000000
Spain,Avocados,2001,8613.000000,87056.000000
Spain,Avocados,2002,9033.000000,82148.000000
Spain,Avocados,2003,9646.000000,79420.000000
Spain,Avocados,2004,9722.000000,78479.000000
Spain,Avocados,2005,9907.000000,75698.000000
Spain,Avocados,2006,9801.000000,81445.000000
Spain,Avocados,2007,9980.000000,82281.000000
Spain,Avocados,2008,10023.000000,73416.000000
Spain,Avocados,2009,10016.000000,71816.000000
Spain,Avocados,2010,10434.000000,93328.000000
Spain,Avocados,2011,10558.000000,79017.000000
Spain,Avocados,2012,10645.000000,71712.000000
Spain,Avocados,2013,10800.000000,64259.000000
Spain,Avocados,2014,10893.000000,71056.000000
Spain,Avocados,2015,11329.000000,76473.000000
Spain,Avocados,2016,11441.000000,79983.000000
Spain,Avocados,2017,11812.000000,78679.000000
Spain,Avocados,2018,12160.000000,73676.000000
Spain,Avocados,2019,14100.000000,69312.000000
Spain,Bananas,1961,9500.000000,331895.000000
Spain,Bananas,1962,9600.000000,318125.000000
Spain,Bananas,1963,9600.000000,355104.000000
Spain,Bananas,1964,9800.000000,371633.000000
Spain,Bananas,1965,9900.000000,376162.000000
Spain,Bananas,1966,10000.000000,385100.000000
Spain,Bananas,1967,10500.000000,355333.000000
Spain,Bananas,1968,10800.000000,365648.000000
Spain,Bananas,1969,10800.000000,400185.000000
Spain,Bananas,1970,11100.000000,379009.000000
Spain,Bananas,1971,13300.000000,319474.000000
Spain,Bananas,1972,12800.000000,294609.000000
Spain,Bananas,1973,12900.000000,350543.000000
Spain,Bananas,1974,12900.000000,309070.000000
Spain,Bananas,1975,12600.000000,286508.000000
Spain,Bananas,1976,12500.000000,269680.000000
Spain,Bananas,1977,12200.000000,322459.000000
Spain,Bananas,1978,13300.000000,301654.000000
Spain,Bananas,1979,13600.000000,300735.000000
Spain,Bananas,1980,13400.000000,354627.000000
Spain,Bananas,1981,13400.000000,363731.000000
Spain,Bananas,1982,13400.000000,339701.000000
Spain,Bananas,1983,13100.000000,347328.000000
Spain,Bananas,1984,12277.000000,357722.000000
Spain,Bananas,1985,11497.000000,349985.000000
Spain,Bananas,1986,11200.000000,420179.000000
Spain,Bananas,1987,10600.000000,423774.000000
Spain,Bananas,1988,9800.000000,403061.000000
Spain,Bananas,1989,9400.000000,421809.000000
Spain,Bananas,1990,9282.000000,448502.000000
Spain,Bananas,1991,9141.000000,408380.000000
Spain,Bananas,1992,8810.000000,417821.000000
Spain,Bananas,1993,8647.000000,403146.000000
Spain,Bananas,1994,8580.000000,393956.000000
Spain,Bananas,1995,8600.000000,438023.000000
Spain,Bananas,1996,8400.000000,399524.000000
Spain,Bananas,1997,8500.000000,478104.000000
Spain,Bananas,1998,8654.000000,445112.000000
Spain,Bananas,1999,8928.000000,408731.000000
Spain,Bananas,2000,8882.000000,446941.000000
Spain,Bananas,2001,9199.000000,458671.000000
Spain,Bananas,2002,9179.000000,445291.000000
Spain,Bananas,2003,9646.000000,416846.000000
Spain,Bananas,2004,9715.000000,430387.000000
Spain,Bananas,2005,9553.000000,361306.000000
Spain,Bananas,2006,9585.000000,363451.000000
Spain,Bananas,2007,9568.000000,374349.000000
Spain,Bananas,2008,9191.000000,403904.000000
Spain,Bananas,2009,9113.000000,386834.000000
Spain,Bananas,2010,9117.000000,434999.000000
Spain,Bananas,2011,9144.000000,378937.000000
Spain,Bananas,2012,9164.000000,405075.000000
Spain,Bananas,2013,9100.000000,396703.000000
Spain,Bananas,2014,9130.000000,400074.000000
Spain,Bananas,2015,8975.000000,425608.000000
Spain,Bananas,2016,9040.000000,452119.000000
Spain,Bananas,2017,9076.000000,464206.000000
Spain,Bananas,2018,9090.000000,424895.000000
Spain,Bananas,2019,9060.000000,440088.000000
Spain,Barley,1961,1450000.000000,12026.000000
Spain,Barley,1962,1449395.000000,14916.000000
Spain,Barley,1963,1447100.000000,14309.000000
Spain,Barley,1964,1381000.000000,13953.000000
Spain,Barley,1965,1374410.000000,13762.000000
Spain,Barley,1966,1337800.000000,14997.000000
Spain,Barley,1967,1499817.000000,17174.000000
Spain,Barley,1968,1922972.000000,17894.000000
Spain,Barley,1969,2109979.000000,18376.000000
Spain,Barley,1970,2224100.000000,13953.000000
Spain,Barley,1971,2371300.000000,20178.000000
Spain,Barley,1972,2519500.000000,17298.000000
Spain,Barley,1973,2773400.000000,15873.000000
Spain,Barley,1974,3026600.000000,17855.000000
Spain,Barley,1975,3262000.000000,20625.000000
Spain,Barley,1976,3240000.000000,16892.000000
Spain,Barley,1977,3348000.000000,20209.000000
Spain,Barley,1978,3518927.000000,22928.000000
Spain,Barley,1979,3477400.000000,17978.000000
Spain,Barley,1980,3575100.000000,24349.000000
Spain,Barley,1981,3507900.000000,13563.000000
Spain,Barley,1982,3615200.000000,14577.000000
Spain,Barley,1983,3734900.000000,17837.000000
Spain,Barley,1984,4022908.000000,26819.000000
Spain,Barley,1985,4245580.000000,25199.000000
Spain,Barley,1986,4340320.000000,17121.000000
Spain,Barley,1987,4400605.000000,22352.000000
Spain,Barley,1988,4257300.000000,28351.000000
Spain,Barley,1989,4311700.000000,21787.000000
Spain,Barley,1990,4357800.000000,21529.000000
Spain,Barley,1991,4412800.000000,20990.000000
Spain,Barley,1992,4112165.000000,14846.000000
Spain,Barley,1993,3540925.000000,27396.000000
Spain,Barley,1994,3539500.000000,20951.000000
Spain,Barley,1995,3555900.000000,14192.000000
Spain,Barley,1996,3572200.000000,29945.000000
Spain,Barley,1997,3682160.000000,23219.000000
Spain,Barley,1998,3535200.000000,30819.000000
Spain,Barley,1999,3106600.000000,23931.000000
Spain,Barley,2000,3278025.000000,33749.000000
Spain,Barley,2001,2992088.000000,20886.000000
Spain,Barley,2002,3101524.000000,26962.000000
Spain,Barley,2003,3170400.000000,27436.000000
Spain,Barley,2004,3178755.000000,33472.000000
Spain,Barley,2005,3156123.000000,14657.000000
Spain,Barley,2006,3197365.000000,25447.000000
Spain,Barley,2007,3228357.000000,37001.000000
Spain,Barley,2008,3462400.000000,32524.000000
Spain,Barley,2009,3024726.000000,24121.000000
Spain,Barley,2010,2885612.000000,28259.000000
Spain,Barley,2011,2700679.000000,30685.000000
Spain,Barley,2012,2691100.000000,22133.000000
Spain,Barley,2013,2784300.000000,35934.000000
Spain,Barley,2014,2792110.000000,25010.000000
Spain,Barley,2015,2598896.000000,25800.000000
Spain,Barley,2016,2563195.000000,35800.000000
Spain,Barley,2017,2597527.000000,22275.000000
Spain,Barley,2018,2569460.000000,37184.000000
Spain,Barley,2019,2693510.000000,28751.000000
Spain,"Bastfibres, other",1961,1610.000000,17665.000000
Spain,"Bastfibres, other",1962,1020.000000,17931.000000
Spain,"Bastfibres, other",1963,440.000000,17250.000000
Spain,"Bastfibres, other",1964,60.000000,16667.000000
Spain,"Bastfibres, other",1965,90.000000,16667.000000
Spain,"Bastfibres, other",1966,110.000000,18182.000000
Spain,"Bastfibres, other",1967,36.000000,64722.000000
Spain,"Bastfibres, other",1968,,
Spain,"Bastfibres, other",1969,,
Spain,"Bastfibres, other",1970,,
Spain,"Bastfibres, other",1971,,
Spain,"Bastfibres, other",1972,,
Spain,"Bastfibres, other",1973,,
Spain,"Bastfibres, other",1974,,
Spain,"Bastfibres, other",1975,,
Spain,"Bastfibres, other",1976,,
Spain,"Bastfibres, other",1977,,
Spain,"Bastfibres, other",1978,,
Spain,"Bastfibres, other",1979,,
Spain,"Bastfibres, other",1980,,
Spain,"Bastfibres, other",1981,,
Spain,"Bastfibres, other",1982,,
Spain,"Bastfibres, other",1983,,
