Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Thailand","Area harvested","Pineapples","2015","ha","68694"
"Crops and livestock products","Thailand","Yield","Pineapples","2015","100 g/ha","252377"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2016","ha","81387"
"Crops and livestock products","Thailand","Yield","Pineapples","2016","100 g/ha","247416"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2017","ha","89273"
"Crops and livestock products","Thailand","Yield","Pineapples","2017","100 g/ha","260815"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2018","ha","90943"
"Crops and livestock products","Thailand","Yield","Pineapples","2018","100 g/ha","258501"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2019","ha","77664"
"Crops and livestock products","Thailand","Yield","Pineapples","2019","100 g/ha","235020"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2020","ha","71964"
"Crops and livestock products","Thailand","Yield","Pineapples","2020","100 g/ha","233572"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2021","ha","73503"
"Crops and livestock products","Thailand","Yield","Pineapples","2021","100 g/ha","238171"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2022","ha","71518"
"Crops and livestock products","Thailand","Yield","Pineapples","2022","100 g/ha","239690"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1961","ha","6000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1961","100 g/ha","15833"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1962","ha","6000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1962","100 g/ha","15833"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1963","ha","6000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1963","100 g/ha","15833"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1964","ha","6000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1964","100 g/ha","15833"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1965","ha","7000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1965","100 g/ha","12857"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1966","ha","7000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1966","100 g/ha","12857"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1967","ha","7000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1967","100 g/ha","12857"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1968","ha","7000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1968","100 g/ha","12857"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1969","ha","7000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1969","100 g/ha","12857"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1970","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1970","100 g/ha","16250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1971","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1971","100 g/ha","16250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1972","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1972","100 g/ha","16250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1973","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1973","100 g/ha","16250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1974","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1974","100 g/ha","16250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1975","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1975","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1976","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1976","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1977","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1977","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1978","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1978","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1979","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1979","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1980","ha","9000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1980","100 g/ha","16667"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1981","ha","10300"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1981","100 g/ha","16621"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1982","ha","10100"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1982","100 g/ha","13906"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1983","ha","10400"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1983","100 g/ha","13534"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1984","ha","7600"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1984","100 g/ha","13013"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1985","ha","8000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1985","100 g/ha","11225"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1986","ha","9600"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1986","100 g/ha","11766"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1987","ha","9600"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1987","100 g/ha","11604"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1988","ha","10700"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1988","100 g/ha","12575"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1989","ha","9600"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1989","100 g/ha","22021"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1990","ha","9500"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1990","100 g/ha","26316"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1991","ha","9571"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1991","100 g/ha","31346"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1992","ha","9820"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1992","100 g/ha","35643"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1993","ha","10853"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1993","100 g/ha","41464"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1994","ha","14000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1994","100 g/ha","46429"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1995","ha","18000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1995","100 g/ha","47222"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1996","ha","21000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1996","100 g/ha","47619"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1997","ha","22000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1997","100 g/ha","52273"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1998","ha","22500"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1998","100 g/ha","62222"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","1999","ha","23000"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","1999","100 g/ha","69565"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2000","ha","23271"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2000","100 g/ha","79038"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2001","ha","27156"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2001","100 g/ha","82700"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2002","ha","32322"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2002","100 g/ha","82695"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2003","ha","26478"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2003","100 g/ha","100366"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2004","ha","21662"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2004","100 g/ha","91273"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2005","ha","30736"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2005","100 g/ha","90001"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2006","ha","31658"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2006","100 g/ha","93250"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2007","ha","32154"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2007","100 g/ha","95814"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2008","ha","32500"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2008","100 g/ha","98499"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2009","ha","32158"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2009","100 g/ha","95000"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2010","ha","31779"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2010","100 g/ha","92813"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2011","ha","30073"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2011","100 g/ha","90397"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2012","ha","28651"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2012","100 g/ha","85686"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2013","ha","27264"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2013","100 g/ha","90625"
"Crops and livestock products","Thailand","Area harvested","Pomelos and grapefruits","2014","ha","26720"
"Crops and livestock products","Thailand","Yield","Pomelos and grapefruits","2014","100 g/ha","90625"
